"Median","RMSE","Scale","AIC","NULL.AIC"
0.0152194106287885,0.0361930723235576,2888.78867144178,-243.048660605964,-33.2570483993669
-0.00847920008604422,0.0361930723235576,2888.78867144178,-243.048660605964,-33.2570483993669
0.050301713440391,0.0660848115687844,1425.50264404202,-265.358418881791,-125.837716773895
0.00592648583354557,0.0660848115687844,1425.50264404202,-265.358418881791,-125.837716773895
0.0260799908987523,0.0553818006685166,2283.40309353807,-237.210926872159,-65.8305711333517
-0.0057734214352419,0.0553818006685166,2283.40309353807,-237.210926872159,-65.8305711333517
0.0616643396326985,0.0810665769783042,1575.09744655604,-287.620123785914,-119.150549112078
0.0144477164074457,0.0810665769783042,1575.09744655604,-287.620123785914,-119.150549112078
0.0438761380851302,0.0603873101142954,1998.36560672385,-247.57454666774,-121.398972531697
0.00553635841890173,0.0603873101142954,1998.36560672385,-247.57454666774,-121.398972531697
0.0122631063268928,0.0361438278060832,2456.40150937836,-282.350160043023,-72.2161927418721
-0.01665300050158,0.0361438278060832,2456.40150937836,-282.350160043023,-72.2161927418721
0.0464806391215554,0.0636487240621775,1729.61392549857,-287.962955269329,-98.7315526678594
0.00964879193426887,0.0636487240621775,1729.61392549857,-287.962955269329,-98.7315526678594
0.0368080648365532,0.0596448384783873,1962.61375719469,-254.218622003444,-67.0282906668053
-0.0114304136590617,0.0596448384783873,1962.61375719469,-254.218622003444,-67.0282906668053
0.0357779723073282,0.0809849999844448,1518.05687563663,-265.50747965618,-97.3158731940498
-0.000717280164008928,0.0809849999844448,1518.05687563663,-265.50747965618,-97.3158731940498
0.0424734065914116,0.0554227574842386,1622.2030390549,-274.285488275004,-119.768004272425
-0.0019178923802966,0.0554227574842386,1622.2030390549,-274.285488275004,-119.768004272425
0.0249237433862268,0.0445982475490425,2406.6098229867,-279.416963653311,-89.5588805309439
0.001438677652745,0.0445982475490425,2406.6098229867,-279.416963653311,-89.5588805309439
0.0127380884689672,0.0371617052799929,3505.76724455103,-232.253357691678,-17.9239775060176
-0.00677725053868545,0.0371617052799929,3505.76724455103,-232.253357691678,-17.9239775060176
0.0331027169956575,0.0385083742445806,2705.57228259218,-280.76495395692,-43.8949834692535
0.00503806317225636,0.0385083742445806,2705.57228259218,-280.76495395692,-43.8949834692535
0.0185063520105588,0.0313312897731685,3285.67071641054,-268.544539666403,-36.7174459643966
-0.00417588406037465,0.0313312897731685,3285.67071641054,-268.544539666403,-36.7174459643966
0.0309503071978595,0.0550217537648472,1781.62051302503,-287.421396843159,-85.515043224444
-0.00275136967283606,0.0550217537648472,1781.62051302503,-287.421396843159,-85.515043224444
0.0587070083959402,0.0914713543154187,1295.76228899182,-264.53158564411,-113.256443573573
0.0209787156872759,0.0914713543154187,1295.76228899182,-264.53158564411,-113.256443573573
0.0628540128620406,0.0700232553146529,1540.6682881071,-284.091691503978,-128.89134160727
0.0101244338473264,0.0700232553146529,1540.6682881071,-284.091691503978,-128.89134160727
0.0323715665597483,0.0396409124611708,3205.00112396673,-257.900347189553,-45.4173237478462
0.00801189560841087,0.0396409124611708,3205.00112396673,-257.900347189553,-45.4173237478462
0.0164116629631849,0.0294397414403627,3575.39973433229,-260.590756965327,-10.9503391405663
-8.96065432924125e-05,0.0294397414403627,3575.39973433229,-260.590756965327,-10.9503391405663
0.0355356811104934,0.0486090213938509,2354.01318108297,-218.75873037849,-59.3909327600011
0.000712875159741227,0.0486090213938509,2354.01318108297,-218.75873037849,-59.3909327600011
0.0509078789687359,0.0567658881109517,1868.2739570334,-269.962493312137,-91.0031640704871
0.00312045830500982,0.0567658881109517,1868.2739570334,-269.962493312137,-91.0031640704871
0.0392119243047668,0.0529898062213059,1893.92394157561,-268.507411124551,-76.5715824812898
