"id","length","latency"
"t38",280.883779170737,20.8027244832374
"t53",128.630246631781,106.149594776313
"t73",193.594872992389,22.0643554142642
"t80",22.2783741617608,19.3461269998955
"t82",77.5879347225543,6.43363784755434
"t40",364.078200351094,286.100417147969
"t9",335.706023784766,198.039764019141
"t48",27.0239907131613,23.3503189907492
"t35",161.192083038168,146.013234771567
"t99",28.3380991152565,2.66832982814708
"t3",4.233319597329,1.18016560562978
"t14",67.5823417856645,42.015081043477
"t91",147.206995689891,80.8944956898908
"t75",20.2539390058425,2.25409159373316
"t56",360.906026601979,295.533712148854
"t12",97.1226814901565,28.902832857344
"t13",154.786821413255,144.314943361497
"t7",135.975318005368,28.7743902709926
"t58",86.9141181549053,17.7792304595928
"t63",53.0299297316078,16.2415386183266
"t47",120.657922220325,117.343846750354
"t32",74.6544429727878,67.5419856973972
"t89",81.3405247837554,67.4771062046539
"t64",53.455796148246,19.054673101371
"t49",141.178714481985,22.9227330366725
"t88",28.0100033673093,21.6046994122312
"t11",203.296363845561,23.5092544705608
"t28",81.9095193578805,7.96445099850553
"t19",366.238241147192,79.9516200534422
"t74",286.57142068954,159.605356236415
"t85",117.752902805466,45.7963598367164
"t66",11.6854345938436,7.78262163607997
"t26",122.682564940419,88.1594326162003
"t95",484.202054543268,48.6024451682683
"t78",5.64449501386844,0.551164630567655
"t52",21.3367531882855,6.30161219707452
"t29",22.3867808326158,8.49142560800647
"t93",33.3124163829348,5.15259582629415
"t16",154.447357646345,50.3898625291572
"t94",149.323782673577,140.452353230217
"t34",141.461449808192,57.1678707066294
"t83",154.350285430939,139.008564849884
"t1",145.010793391052,21.8401390941772
"t15",385.890334558651,18.5734400274014
"t54",403.589201033738,64.1131268149879
"t24",192.482248572521,82.0723364631463
"t71",124.960475224393,99.390010136502
"t27",67.7033538669175,21.1907195895737
"t70",159.556823394434,109.825500152247
"t81",654.387105449312,24.113667949312
"id","length","latency"
"t92",49.9307629602882,25.2603222864601
"t41",570.366777707287,154.416582394787
"t5",48.7519279522265,5.40335617488279
"t90",115.076304907865,97.8306689215368
"t26",101.519779747472,48.4924359974718
"t67",153.081549970728,146.851416914087
"t89",45.8769940056195,26.8606365837445
"t8",115.813927554815,94.6996087071591
"t15",83.1728065810182,19.2461098036745
"t23",147.83060854905,108.138530912332
"t14",84.6383821290822,64.7075349611134
"t36",17.5929582983795,11.8787325293365
"t6",106.373243366604,61.6491833080104
"t50",179.649751898205,24.3350546325801
"t11",6.0367008717003,2.07342114757921
"t98",120.978893217286,20.494396146973
"t22",2.0217069791438,0.899360101092043
"t45",42.2115146549245,41.7696158321401
"t100",5.42520579066513,3.92441996302841
"t86",23.3196844543741,19.2641043152139
"t60",149.436358621541,125.42238157076
"t88",19.6076872154131,10.7298795982256
"t20",106.212958762339,78.7038645240573
"t40",200.986328184164,114.018188535726
"t49",41.9335232908052,35.9613553220552
"t3",51.8237446906933,3.41511431959952
"t12",35.9444486607831,4.13756389515811
"t99",10.1281083854178,9.5781110557059
"t44",71.3411289824994,34.3020054473432
"t7",17.9675496769187,4.04666649820774
"t51",149.066781940604,80.0162448312285
"t93",112.53600841371,17.9728980621471
"t27",15.5080435911736,13.3202346006951
"t21",40.1869108772548,35.3514540291103
"t68",374.694612579068,137.490022735318
"t59",51.3824269313618,23.6906544704243
"t24",53.3940042512709,38.4354928987318
"t87",19.0305564082828,11.147072521564
"t85",182.958998386695,108.068007175757
"t17",430.659712048093,104.584516735593
"t61",179.501873850221,109.311932443971
"t82",286.458860757746,120.499388101496
"t42",224.579168980549,206.975622837971
"t69",35.5895046730011,10.1759914894074
"t83",215.036866591634,198.085175917806
"t38",317.036389315449,222.725110018574
"t1",273.394470997789,185.783509083727
"t25",198.743178294792,33.819350169792
"t18",337.312485780972,331.626916017789
"t28",333.835522671585,318.378827114944
"id","length","latency"
"t12",0.915434271917434,0.759663731680007
"t90",9.0099220920265,7.75401503331068
"t6",111.224957822794,2.21458184623168
"t69",2.68939768959922,1.45575129677695
"t3",11.6903263199798,11.114893542575
"t86",384.560439140033,279.020278007221
"t83",28.729312261655,22.1934159603854
"t28",13.9172860109696,6.54359826682901
"t71",35.0434934816168,29.2846815309332
"t18",139.920086939189,11.8739443610639
"t47",51.8238437232905,0.591788059227952
"t43",67.1024653875842,61.0347545111193
"t20",123.768009121238,55.0775794337384
"t31",81.7760637434004,1.25580007152541
"t54",94.0746851578004,66.0014429703004
"t14",114.376083040833,113.291896486878
"t19",102.052956756643,66.8005763855491
"t91",90.288844490946,29.419703865946
"t57",37.2320955168295,25.4206025969077
"t37",99.408831368945,23.4382503142575
"t5",259.315086384853,3.64760591610298
"t50",165.584330775853,11.2620651508529
"t92",79.0096103283809,25.0906650158809
"t70",12.6805415657266,6.45040850908595
"t73",247.834240428113,3.98048066248771
"t95",25.0148302602474,19.4980303334896
"t11",58.48547708007,39.9710117480388
"t27",0.725215643499951,0.0194222627626459
"t44",88.9210052499957,63.8758392343707
"t56",397.140593694994,37.8110038512439
"t30",241.04819318018,181.606481754399
"t7",80.5365220481385,59.8700486594666
"t88",53.5385356606366,20.8521342934491
"t13",62.2542944893764,37.1675024971889
"t63",122.216657252322,43.7247138929472
"t17",115.789178321864,31.906365821864
"t66",127.699201724791,3.85886969354078
"t4",153.497158664288,128.150936740459
"t64",71.2759461140172,34.6032166218297
"t85",362.052001575985,322.906798939266
"t15",256.269832977059,151.789242156746
"t82",178.741139951081,152.869557919831
"t25",191.504572071651,26.0563298841507
"t100",201.613145372436,170.351792833373
"t81",211.029093611332,200.464732039067
"t52",0.745221311179421,0.281067067710183
"t36",381.975654674169,157.978584361669
"t1",188.67853913051,142.05305084926
"t74",234.404232642784,60.0043302990341
"t33",269.989329019778,247.441477457278
"id","length","latency"
"t83",111.570846916759,52.5207370534775
"t91",132.825460837808,82.3809417948396
"t66",28.5784091215122,4.18015472698096
"t90",12.558403790636,11.8844059116077
"t50",25.2548903547138,24.3614958844989
"t52",47.3351265899676,18.8995797149676
"t99",32.5266446536084,5.43103308134278
"t96",270.471635581921,53.5048387069212
"t8",89.6458303113277,40.4371511121089
"t100",39.8785244274243,33.3489986705883
"t38",25.0526922722984,14.0131262322593
"t55",124.300971956823,76.9758987146356
"t88",2.81773271416205,2.79865916822928
"t21",11.8234044366654,4.58033192689982
"t10",23.8951676034699,14.6061661386261
"t45",29.967924878556,20.6853015875404
"t39",69.6020120318221,5.59432160213464
"t14",119.856459653126,92.8570089695327
"t58",36.7490129496655,8.99629688521236
"t54",7.71813587285033,3.3665428552722
"t15",66.3747206419803,28.284327575574
"t22",20.4457551493051,16.6320573343637
"t20",164.86859455493,82.7163728752425
"t79",150.686947394178,140.747570563123
"t56",54.9187957271174,14.3226043208674
"t29",98.4585794173113,40.2464212141863
"t19",70.5727315331419,58.4007192040403
"t23",164.840438663096,118.869308292002
"t16",31.615583688646,0.668714792161609
"t51",37.1361334284843,6.6865484675468
"t71",181.187545189245,24.2737268298697
"t93",126.032340048024,35.4141759855238
"t12",104.350400655546,35.6957375696084
"t24",407.795175367841,279.970468336591
"t86",116.507996245683,55.7910162652142
"t32",398.211980909498,70.4009457532479
"t80",52.8494123424393,30.9416364635331
"t77",28.833517015471,25.1407565479417
"t31",185.189019783365,35.222222908365
"t3",157.58449569382,45.7943345610079
"t33",84.4969011812382,72.9565569429569
"t92",58.9317873573877,26.5728396034815
"t57",184.335571139442,62.7017820769415
"t7",16.9292042454554,7.0504048069788
"t59",425.959492607426,71.7881058886765
