"RunID","dAIC","EstimatedRootDate","EstimatedRootDate95Low","EstimatedRootDate95High","EstimatedEvolutionaryRate","Fit"
"SAMPLE",17.1483031836612,"2009-12-06","2008-04-08","2011-08-04",4.32745826454141e-05,1
