"Median","RMSE","Scale","AIC","NULL.AIC"
0.0260214490760385,0.0503135759850161,2888.78867144178,-236.023846926231,-34.9782744175641
0.00684263517785294,0.0503135759850161,2888.78867144178,-236.023846926231,-34.9782744175641
0.0777803404209992,0.106048743471509,1425.50264404202,-211.53287985747,-106.217877954151
0.0266910098075585,0.106048743471509,1425.50264404202,-211.53287985747,-106.217877954151
0.0152508816324511,0.0450254218023664,2283.40309353807,-288.660455471276,-82.6259654039839
-0.000986143318855474,0.0450254218023664,2283.40309353807,-288.660455471276,-82.6259654039839
0.046549293282372,0.0742432187808752,1575.09744655604,-281.871193515679,-115.853245009806
0.00454296282142716,0.0742432187808752,1575.09744655604,-281.871193515679,-115.853245009806
0.0450104463351496,0.0683004740188152,1998.36560672385,-294.618432167706,-131.412327906879
0.0170996375464646,0.0683004740188152,1998.36560672385,-294.618432167706,-131.412327906879
0.00697913728763006,0.0511901162559268,2456.40150937836,-268.196144611238,-84.0357519054594
-0.0158628492708494,0.0511901162559268,2456.40150937836,-268.196144611238,-84.0357519054594
0.034631784899562,0.0831091833687395,1729.61392549857,-250.810460798554,-86.9652289735447
0.0103513668551444,0.0831091833687395,1729.61392549857,-250.810460798554,-86.9652289735447
0.0261215394406782,0.0629511064826282,1962.61375719469,-283.086889003856,-88.4537686683846
0.00630836989394384,0.0629511064826282,1962.61375719469,-283.086889003856,-88.4537686683846
0.00533736021320432,0.0696217188899084,1518.05687563663,-286.668325586977,-90.1605209419574
-0.024151670446266,0.0696217188899084,1518.05687563663,-286.668325586977,-90.1605209419574
0.0485455723051139,0.0692826906415156,1622.2030390549,-268.582782502524,-113.61879572806
0.0144807154889423,0.0692826906415156,1622.2030390549,-268.582782502524,-113.61879572806
0.0161861252339789,0.0515434504552228,2406.6098229867,-252.97927673517,-88.5422318305704
0.0014701854990081,0.0515434504552228,2406.6098229867,-252.97927673517,-88.5422318305704
0.0276656413377915,0.0579754152241458,3505.76724455103,-211.448079507295,-26.1183120637829
0.0180635637116729,0.0579754152241458,3505.76724455103,-211.448079507295,-26.1183120637829
0.0165295097749077,0.0408342194803108,2705.57228259218,-285.973611034352,-49.8494722669752
-0.0038530505078405,0.0408342194803108,2705.57228259218,-285.973611034352,-49.8494722669752
0.0214747472600838,0.0438946094309106,3285.67071641054,-216.9***REMOVED***2399265,-37.4739682880434
0.00318632214375982,0.0438946094309106,3285.67071641054,-216.9***REMOVED***2399265,-37.4739682880434
0.0482908033641402,0.0855907660272979,1781.62051302503,-273.193788395995,-81.7225248602497
0.0166551091368125,0.0855907660272979,1781.62051302503,-273.193788395995,-81.7225248602497
0.0448206226964467,0.09486526842915,1295.76228899182,-293.265624403367,-121.506179381293
0.0154691809617951,0.09486526842915,1295.76228899182,-293.265624403367,-121.506179381293
0.0226434389019561,0.0640352849582654,1540.6682881071,-306.503371151808,-120.773558753501
-0.0115916127526998,0.0640352849582654,1540.6682881071,-306.503371151808,-120.773558753501
0.0157302017379649,0.0396656955346833,3205.00112396673,-284.799051265012,-28.6770521306047
-0.000404976701694854,0.0396656955346833,3205.00112396673,-284.799051265012,-28.6770521306047
0.0148714062203777,0.0333017325649776,3575.39973433229,-289.422250141198,-23.0645630351178
-0.000257906398232242,0.0333017325649776,3575.39973433229,-289.422250141198,-23.0645630351178
0.0167853178692013,0.051295519264293,2354.01318108297,-261.323919786189,-61.4884503434422
0.00286658022678071,0.051295519264293,2354.01318108297,-261.323919786189,-61.4884503434422
0.0227109996884011,0.0764271555620089,1868.2739570334,-286.129219049292,-99.4637792892392
-0.00589077800592516,0.0764271555620089,1868.2739570334,-286.129219049292,-99.4637792892392
0.046136655068712,0.0913373978768229,1893.92394157561,-265.490796862222,-81.3760779394237
0.0187120045425521,0.0913373978768229,1893.92394157561,-265.490796862222,-81.3760779394237
0.00143544240350608,0.06164954977503,1790.31386711581,-293.423259901729,-95.379837555074
-0.0280479544112894,0.06164954977503,1790.31386711581,-293.423259901729,-95.379837555074
0.0169227870587519,0.0488384930421058,3125.77372974227,-252.398378222792,-49.4363964958989
-0.00500528325535225,0.0488384930421058,3125.77372974227,-252.398378222792,-49.4363964958989
0.0216554197603372,0.0763098074390135,1960.81899174245,-233.75842604252,-80.7928454432372
-0.00410096557921121,0.0763098074390135,1960.81899174245,-233.75842604252,-80.7928454432372
0.0580019358130205,0.129832083851202,1109.99990020385,-326.218673948773,-150.101154002097
0.014279825097382,0.129832083851202,1109.99990020385,-326.218673948773,-150.101154002097
0.0470649028881075,0.0916971393030315,1252.54346412568,-253.514289372845,-160.137438583762
0.00372891253523796,0.0916971393030315,1252.54346412568,-253.514289372845,-160.137438583762
0.00924537434892951,0.0523997730285942,1940.65112809675,-290.398523010296,-97.6932611945666
-0.00378882885123233,0.0523997730285942,1940.65112809675,-290.398523010296,-97.6932611945666
0.0240794599537372,0.0545333794351151,2862.48646033409,-255.352253177792,-41.5242500104347
0.00952070226793837,0.0545333794351151,2862.48646033409,-255.352253177792,-41.5242500104347
0.0234711682724338,0.0727768762632845,1413.65900425863,-285.928004459018,-126.986505766484
-0.0227321162339006,0.0727768762632845,1413.65900425863,-285.928004459018,-126.986505766484
0.0710288764288173,0.11071318139895,1063.4457341723,-272.101496963325,-147.784916163975
0.0139068033589355,0.11071318139895,1063.4457341723,-272.101496963325,-147.784916163975
0.0328061234475465,0.068186484432519,1501.4701969653,-262.246013120949,-110.822307991738
-0.00410817353210113,0.068186484432519,1501.4701969653,-262.246013120949,-110.822307991738
0.0222861783264399,0.0597840061321011,2283.49315856668,-257.475529621425,-57.5282214024313
-0.00393897311037455,0.0597840061321011,2283.49315856668,-257.475529621425,-57.5282214024313
0.0152505552645815,0.02895127693975,3864.57473230315,-293.726965708224,-33.9795782974108
0.00713183447050392,0.02895127693975,3864.57473230315,-293.726965708224,-33.9795782974108
0.0170309966743987,0.0445819813805617,2727.36596834253,-276.870556777332,-49.3686740208748
-0.00259450580111712,0.0445819813805617,2727.36596834253,-276.870556777332,-49.3686740208748
0.0360607301788125,0.0768454779332619,1643.20888081067,-289.940998584326,-83.2278105398882
0.0129597181010444,0.0768454779332619,1643.20888081067,-289.940998584326,-83.2278105398882
0.00447919292821956,0.039254180436335,2311.51777836178,-281.621516626097,-70.2070306806505
-0.014048584750456,0.039254180436335,2311.51777836178,-281.621516626097,-70.2070306806505
0.0368883342808559,0.117053808676564,1545.2946034557,-203.486516263118,-94.8327382714274
-0.00091426549893453,0.117053808676564,1545.2946034557,-203.486516263118,-94.8327382714274
0.00632914203520838,0.0444248259955261,2863.37670764689,-256.628805682791,-63.6784416270051
-0.0160758347244124,0.0444248259955261,2863.37670764689,-256.628805682791,-63.6784416270051
0.032381830500332,0.0879313716060681,1586.11590386656,-258.516870766761,-104.566368954615
0.00560869270405392,0.0879313716060681,1586.11590386656,-258.516870766761,-104.566368954615
0.013488370179469,0.0350379332150516,2921.54103109787,-289.524858120457,-34.3735590834839
-0.00311858772053262,0.0350379332150516,2921.54103109787,-289.524858120457,-34.3735590834839
0.0082426805558481,0.0538749487721246,2725.48533390624,-258.583974851219,-63.0560040992795
-0.00592940676760686,0.0538749487721246,2725.48533390624,-258.583974851219,-63.0560040992795
0.0227448603626744,0.0548250730541074,2032.04349241082,-253.160290176462,-72.5301032847196
0.00628589050046879,0.0548250730541074,2032.04349241082,-253.160290176462,-72.5301032847196
0.0214845546560706,0.0391087246904443,3008.38695040268,-276.696091463517,-18.5410712375585
-0.00478462936854638,0.0391087246904443,3008.38695040268,-276.696091463517,-18.5410712375585
0.0192045581150458,0.0453987053160325,2725.46716488524,-269.092501517057,-61.5884057299034
0.00386120285746922,0.0453987053160325,2725.46716488524,-269.092501517057,-61.5884057299034
0.0217356148791277,0.0421359769355642,2745.44587162391,-279.252877694295,-69.4520565454702
0.00535556945777718,0.0421359769355642,2745.44587162391,-279.252877694295,-69.4520565454702
0.0128526344304203,0.0634748567674527,1598.90305531705,-266.975083543615,-106.492499212854
-0.00109035980167662,0.0634748567674527,1598.90305531705,-266.975083543615,-106.492499212854
0.0139823647097677,0.044523671559185,2760.59113207878,-249.242270494365,-37.6489168894828
-0.0101904382592092,0.044523671559185,2760.59113207878,-249.242270494365,-37.6489168894828
0.0183556623681383,0.0443863962710091,2633.91275790733,-266.160884643813,-66.494494783441
-0.0118013073042825,0.0443863962710091,2633.91275790733,-266.160884643813,-66.494494783441
0.0101500461613368,0.0474902271062287,2945.33412984312,-215.507568722287,-27.0713771940143
-0.00421818829757608,0.0474902271062287,2945.33412984312,-215.507568722287,-27.0713771940143
0.0228157218350295,0.0669093924264848,1,0,0
-0.000102419683540385,0.042729260530772,1,0,0
