"id","length","latency"
"t38",280.883779170737,20.4033104207374
"t53",128.630246631781,105.97060918061
"t73",193.594872992389,21.7791991642642
"t80",22.2783741617608,19.3404087686944
"t82",77.5879347225543,6.39567398036684
"t40",364.078200351094,284.430251132344
"t9",335.706023784766,195.994842144141
"t48",27.0239907131613,23.3417893276633
"t35",161.192083038168,145.84569326766
"t99",28.3380991152565,2.6603037051002
"t3",4.233319597329,1.18086369522939
"t14",67.5823417856645,41.9364372446489
"t91",147.206995689891,80.4921519398908
"t75",20.2539390058425,4.20654520701441
"t56",360.906026601979,294.082051992604
"t12",97.1226814901565,28.7572029745315
"t13",154.786821413255,144.20535473845
"t7",135.975318005368,54.4676275756801
"t58",86.9141181549053,17.6815742095928
"t63",53.0299297316078,16.1992412550453
"t47",120.657922220325,117.31286759386
"t32",74.6544429727878,67.5044032999363
"t89",81.3405247837554,67.4086857944976
"t64",53.455796148246,19.0092019099648
"t49",141.178714481985,22.71606799761
"t88",28.0100033673093,21.5982296856687
"t11",203.296363845561,23.1904068143108
"t28",81.9095193578805,7.92123810788053
"t19",366.238241147192,151.219198178442
"t74",286.57142068954,158.082895298915
"t85",117.752902805466,45.5516088601539
"t66",11.6854345938436,7.78058458774012
"t26",122.682564940419,87.9292080068253
"t95",484.202054543268,91.9632850120183
"t78",5.64449501386844,0.556291583692655
"t52",21.3367531882855,6.29624110332452
"t29",22.3867808326158,8.4804240210924
"t93",33.3124163829348,5.13864929309102
"t16",154.447357646345,50.0007023729072
"t94",149.323782673577,140.359579792717
"t34",141.461449808192,56.8058101597544
"t83",154.350285430939,138.850972076446
"t1",145.010793391052,21.6342064769897
"t15",385.890334558651,35.1339869024014
"t54",403.589201033738,83.7278729087379
"t24",192.482248572521,81.3932593147088
"t71",124.960475224393,99.1997330368927
"t27",67.7033538669175,21.11607359348
"t70",159.556823394434,109.41528286709
"t81",654.387105449312,45.628316386812
"id","length","latency"
"t92",49.9307629602882,25.210242940757
"t41",570.366777707287,149.597734738537
"t5",48.7519279522265,5.38431320613279
"t90",115.076304907865,97.7031664801306
"t26",101.519779747472,48.2963300404406
"t67",153.081549970728,146.784324018579
"t89",45.8769940056195,26.8207806267133
"t8",115.813927554815,94.5512627598935
"t15",83.1728065810182,19.1546181044557
"t23",147.83060854905,107.815349759988
"t14",84.6383821290822,64.612960986504
"t36",17.5929582983795,11.874818649942
"t6",106.373243366604,61.4439831126979
"t50",179.649751898205,24.0520956482051
"t11",6.0367008717003,2.07459225963976
"t98",120.978893217286,20.335216459473
"t22",2.0217069791438,0.896275918352785
"t45",42.2115146549245,41.7664520175954
"t100",5.42520579066513,3.92458971705673
"t86",23.3196844543741,19.2557959045694
"t60",149.436358621541,125.194415262166
"t88",19.6076872154131,10.7262480064287
"t20",106.212958762339,78.5435862037448
"t40",200.986328184164,113.271484434164
"t49",41.9335232908052,35.9481183225435
"t3",51.8237446906933,3.39875689772452
"t12",35.9444486607831,4.13036174672061
"t99",10.1281083854178,9.5749543937186
"t44",71.3411289824994,34.2099033965619
"t7",17.9675496769187,4.04208886148899
"t51",149.066781940604,79.6029147531035
"t93",112.53600841371,17.8471656402721
