"id","length","latency"
"t25",415.539562863636,0
"t84",253.52873711263,0
"t93",166.722432143772,0
"t21",18.0878321733967,0
"t7",111.264078805912,0
"t19",39.9494607703659,0
"t1",159.082378734777,0
"t29",128.828015279376,0
"t61",206.633013505348,0
"id","length","latency"
"t42",1.74020918967238,0
"t16",154.223711038529,0
"t58",125.279563051751,0
"t79",21.2779956999063,0
"t7",67.7266053198789,0
"t18",47.5477384593804,0
"t53",221.620315292926,0
"t32",142.823856265942,0
"t63",2.40398513531181,0
"t87",176.82499013752,0
"t95",2.57306527845356,0
"t1",3.31896805549604,0
"t64",276.89518635541,0
"t66",146.525739557353,0
"t49",137.460760895709,0
"t73",146.296798601232,0
"t33",15.0515770224629,0
"t78",56.8497752673363,0
"t12",78.0813163408354,0
"t30",379.004888295342,0
"t28",6.93436216091027,0
"t59",26.0265063964619,0
"t100",150.055684503492,0
"t8",102.792254645154,0
"t93",194.052334481421,0
"t83",81.3579265897483,0
"t68",200.116629848914,0
"t84",95.0362179945134,0
"t38",222.045560794726,0
"t56",588.342099287691,0
"t71",287.138782121237,0
"t88",165.722478269929,0
"t35",67.535205499682,0
"t74",78.7005208133646,0
"t10",180.355283598347,0
"t20",72.3553659021043,0
"t4",64.4501853799004,0
"t29",55.841836004568,0
"t96",25.1023672741417,0
"t48",266.94969928012,0
"t72",71.5628762677241,0
"t37",31.6703749142121,0
"t81",164.748605187962,0
"t22",99.2055978407911,0
"t24",129.665908817486,0
"t62",31.470185732999,0
"t51",267.052977849787,0
"t54",34.2476137388676,0
"t45",91.7855416263144,0
"t15",302.871555844221,0
"id","length","latency"
"t20",5.20288106524922,0
"t21",46.7900903283771,0
"t72",37.3556275451112,0
"t94",129.64053376***REMOVED***,0
"t54",69.2410885405408,0
"t98",325.572365864645,0
"t99",42.1239868900432,0
"t49",85.5323519360501,0
"t97",39.6211061224933,0
"t63",250.475752580089,0
"t32",39.5733313610795,0
"t89",358.902234277688,0
"t38",1.68366755000602,0
"t51",13.7775833075357,0
"t86",113.274339403908,0
"t3",23.7345834839241,0
"t50",115.295813588153,0
"t27",301.874119636223,0
"t58",316.387885877994,0
"t96",44.4736013743591,0
"t78",218.234522430469,0
"t6",139.035074964459,0
"t55",114.991291579788,0
"t46",280.426927839,0
"t40",12.2773050319743,0
"t90",124.916822113227,0
"t74",119.920148892855,0
"t91",80.6847623904769,0
"t29",55.2850134813498,0
"t44",143.679719450621,0
"t70",25.1463735520856,0
"t61",661.16008173289,0
"t81",125.537495659924,0
"t37",142.902909508296,0
"t15",1.47397905142998,0
"t36",26.1944661271996,0
"t75",142.246693963492,0
"t76",297.617672384172,0
"t19",157.207870377338,0
"t11",26.7785833025941,0
"t84",29.8765838730537,0
"t4",168.58553188442,0
"t12",48.7507659770599,0
"t67",51.1822287758932,0
"t83",379.790816146334,0
"t92",682.949130779645,0
"t60",18.858990404754,0
"t88",135.627145577428,0
"t16",208.586420058906,0
"t85",101.929234988662,0
"id","length","latency"
"t20",548.071072793884,0
"t95",261.270662380476,0
"t25",37.0085064528274,0
"t53",117.239090978142,0
"t45",112.131474544853,0
"t84",168.885288948432,0
"t57",63.9449074065633,0
"t72",136.750813694864,0
"t87",429.412957283756,0
"t82",117.259930848214,0
"t31",27.7470774925578,0
"t42",132.366925910089,0
"t94",30.1045765708459,0
"t26",4.86446962148921,0
"t79",107.158197000768,0
"t71",70.3950364728571,0
"t29",48.0994851657219,0
"t54",121.790310118611,0
"t77",30.9853031210932,0
"t11",28.9833517483216,0
"t3",169.912301110565,0
"t13",108.644278437603,0
"t65",4.06038554708766,0
"t38",165.783501180755,0
"t76",5.28389746127823,0
"t15",266.709560349925,0
"t64",69.6009888067433,0
"t66",56.6107447066197,0
"t59",15.1100169076394,0
"t97",73.028140069358,0
"t44",242.054126932414,0
"t51",82.7339876332617,0
"t88",64.193216389664,0
"t50",123.650714537753,0
"t9",218.118469447559,0
"t83",164.675204911152,0
"t12",212.173687652557,0
"t1",392.941360237675,0
"t35",95.8834002517256,0
"t58",234.102450880187,0
"t74",553.14230892707,0
"t96",308.258931941042,0
"t89",253.168720793519,0
"t34",463.91495502827,0
"t24",148.217558250189,0
"t27",191.625432167311,0
"t30",251.311289840146,0
"t55",296.416759903248,0
"t85",212.208537492143,0
"t63",268.159168284305,0
"id","length","latency"
"t9",479.338626657383,0
"t55",235.129703465495,0
"t28",328.955946125253,0
"t27",30.2095615765713,0
"t7",30.6868127542234,0
"t79",338.106297145226,0
"t37",509.47910532169,0
"t29",31.3938321129965,0
"t8",95.2271687798466,0
"t74",73.3787918660373,0
"t25",551.631170908926,0
"t16",350.572425721621,0
"t46",417.689594951084,0
"t76",1.04611814573673,0
"t82",22.5152856481461,0
"t54",71.2097337871608,0
"t1",16.9464992048634,0
"t57",194.234065583518,0
"t73",174.314591583679,0
"t20",446.83479434435,0
"t19",16.2987036367085,0
"t14",162.78687230232,0
"t94",148.165704094046,0
"t90",231.471654963043,0
"t32",122.482626566072,0
"t50",28.2884066938705,0
"t81",131.175792844167,0
"t22",191.654181457871,0
"t48",291.944414716916,0
"t4",255.398304349903,0
"t42",19.0619703823063,0
"t13",67.1467146014757,0
"t53",80.771276081462,0
"t33",34.3029822753579,0
"t63",35.2585470279846,0
"t47",89.9714634053721,0
"t92",295.723947397872,0
"t59",107.217981734917,0
"t38",123.059552197696,0
"t35",24.4336937784055,0
"t45",60.3888508455284,0
"t40",125.041567416741,0
"t41",168.036019930985,0
"t15",200.144801537185,0
"t56",129.630843589737,0
"t11",184.317114870374,0
"t36",329.164221552288,0
"t30",251.29090683918,0
"t12",423.125684158897,0
"t93",206.979545626075,0
"id","length","latency"
"t56",260.680776757267,0
"t50",64.6213084604852,0
"t45",15.4129785759195,0
"t18",45.6315416104804,0
"t51",150.775630278523,0
"t41",95.7138915138135,0
"t59",220.43958342717,0
"t27",220.733648622754,0
"t98",86.7328557425798,0
"t7",147.793262243348,0
"t46",84.9240680181458,0
"t44",107.848816655158,0
"t49",542.419477332141,0
"t35",182.296923671043,0
"t33",81.5725728904679,0
"t95",13.9931198727237,0
"t6",125.950764093384,0
"t87",349.230749344699,0
"t52",170.376656148775,0
"t16",129.781664868908,0
"t99",18.3793630092071,0
"t60",19.2990041441867,0
"t78",71.4736797113133,0
"t75",56.0792630759522,0
"t8",68.364658878784,0
"t34",261.945961379272,0
"t42",23.6777329913182,0
"t93",17.9722975010975,0
"t89",258.503938716532,0
"t96",29.0819581605415,0
"t30",480.476635741501,0
"t4",1.71222840906489,0
"t43",19.8497504200077,0
"t31",124.529914960552,0
"t57",30.4724715869856,0
"t82",70.9998369928398,0
"t71",11.9420671461971,0
"t10",1.21103730440564,0
"t58",78.1216982821256,0
"t63",118.158117384497,0
"t94",158.204127347644,0
"t40",141.800912535593,0
"t55",59.4409741762101,0
"t54",231.473281221449,0
"t26",358.182026470326,0
"t38",318.862109267448,0
"t13",239.260756384119,0
"t64",243.408660541365,0
"t74",232.405143027324,0
"t85",287.816768310049,0
"id","length","latency"
"t15",30.4961570918126,0
"t8",122.597736727604,0
"t38",45.1668281361565,0
"t98",91.9072041083114,0
"t2",143.531082657326,0
"t22",13.3533609175481,0
"t23",28.8628916312348,0
"t12",2.34646935231103,0
"t86",9.62114172786141,0
"t82",54.4643880749529,0
"t79",21.4686620873547,0
"t20",24.6189391971593,0
"t62",17.1225395043493,0
"t36",47.7810362092143,0
"t92",4.81221971752529,0
"t41",138.503440646022,0
"t50",123.276035511746,0
"t67",104.591992549487,0
"t45",10.4204405989019,0
"t43",14.5055277844822,0
"t17",14.8897145894582,0
"t10",0.361645115367992,0
"t30",133.231767851683,0
"t25",53.6355718258928,0
"t91",40.4065392858238,0
"t95",165.423787215201,0
"t68",112.27032982112,0
"t75",69.2312558662593,0
"t46",126.401102005319,0
"t58",6.28282326875296,0
"t33",245.800100339316,0
"t35",150.817312965869,0
"t42",80.9075034157277,0
"t13",98.8617647375995,0
"t39",15.6729905756442,0
"t87",28.8408272801043,0
"t51",230.216181244484,0
"t61",284.932048001287,0
"t7",421.642026016141,0
"t76",70.6620981689116,0
"t88",127.458055579684,0
"t96",371.121189403643,0
"t11",138.211407789686,0
"t89",344.387280190609,0
"t66",234.940701732725,0
"t55",288.901888180868,0
"t9",144.203772641074,0
"t3",11.5852180875822,0
"t100",329.180825435239,0
"t70",9.66343266604827,0
"id","length","latency"
"t47",26.8629308551279,0
"t75",117.441318495362,0
"t32",55.1001195087197,0
"t70",6.28327619229532,0
"t9",95.7387251966055,0
"t25",259.426663437489,0
"t14",149.320847148665,0
"t61",139.370366019045,0
"t68",280.388634406087,0
"t71",49.6942986885573,0
"t28",107.961755123515,0
"t11",14.6324541327017,0
"t22",159.64329622108,0
"t57",159.729451111336,0
"t12",98.2867809031191,0
"t35",60.9259286551478,0
"t84",74.9028676056588,0
"t23",6.40004026783708,0
"t7",161.214930264026,0
"t63",15.3901004305684,0
"t13",584.183360350952,0
"t95",161.841354885285,0
"t15",23.6112198589606,0
"t73",421.050423204254,0
"t17",132.481170761368,0
"t60",29.6291334353489,0
"t97",141.372323798221,0
"t55",73.4248354509209,0
"t36",42.5422886586259,0
"t90",21.5867861821685,0
"t39",48.2416961660347,0
"t4",69.0113743636241,0
"t51",135.661698349958,0
"t45",49.5689948339655,0
"t42",200.331968958616,0
"t100",86.146808338247,0
"t50",31.6719339988144,0
"t85",326.48969730306,0
"t99",13.1580868312788,0
"t52",247.961634442496,0
"t31",205.484933210227,0
"t1",98.9184125140828,0
"t49",183.549223659938,0
"t62",132.172047501377,0
"t94",97.2181457131351,0
"t77",116.353173246138,0
"t72",214.674158952182,0
"t64",178.164958684874,0
"t10",116.977915006292,0
"t16",146.88026525038,0
"id","length","latency"
"t86",44.098421987605,0
"t31",208.735758343912,0
"t58",139.265976823432,0
"t56",170.883514757296,0
"t19",107.304393001516,0
"t34",131.804715256236,0
"t20",172.141261246317,0
"t12",170.541786990998,0
"t40",27.739177094644,0
"t35",95.5276793937664,0
"t6",125.821486079079,0
"t75",0.788778936071367,0
"t1",119.824974593153,0
"t14",21.4703195045172,0
"t8",4.06100566184728,0
"t47",40.3493068539615,0
"t2",73.1996319480265,0
"t100",224.602312348094,0
"t84",278.206798024062,0
"t46",15.4032469321278,0
"t79",77.3872607458854,0
"t61",134.636750250159,0
"t30",41.2053970986269,0
"t27",100.338694851075,0
"t91",103.861047512462,0
"t28",18.812625352326,0
"t17",109.516875144812,0
"t51",63.885939275591,0
"t72",127.454054704029,0
"t78",166.172132961757,0
"t44",91.4554578561331,0
"t87",98.3002053746029,0
"t93",150.870510389371,0
"t53",242.718084884794,0
"t98",227.447655215131,0
"t32",160.956810254991,0
"t59",46.6975197207591,0
"t54",295.931204828081,0
"t71",26.2269597990019,0
"t67",96.8278321745231,0
"t97",313.268345853356,0
"t63",68.0708938579417,0
"t7",113.524170297589,0
"t22",112.439038957868,0
"t88",118.907509440901,0
"t99",236.284978149034,0
"t90",346.687948593812,0
"t73",216.664238084451,0
"t38",160.066444658652,0
"t4",176.250311155935,0
"id","length","latency"
"t11",138.766846485105,0
"t67",79.1178785296859,0
"t64",286.787391853179,0
"t23",243.105347443533,0
"t50",45.3707811136309,0
"t24",0.996788586706771,0
"t42",109.010211075551,0
"t54",202.225038662571,0
"t16",25.1710394948402,0
"t97",95.1297902185615,0
"t63",38.8004970241066,0
"t79",18.0630732610646,0
"t31",431.287788256429,0
"t66",95.2255516437808,0
"t70",426.470695868325,0
"t9",75.1067353427295,0
"t69",3.70597337606887,0
"t95",10.0888908586121,0
"t13",6.62996475232785,0
"t76",151.46298078737,0
"t34",93.4939779724671,0
"t4",26.6446596440842,0
"t45",82.5527681036656,0
"t46",116.556043838291,0
"t32",256.447016474519,0
"t6",196.005457316771,0
"t17",87.9826893061609,0
"t20",123.533580826414,0
"t59",77.1710141768122,0
"t19",57.868161890739,0
"t84",15.8682125551377,0
"t77",136.378506274772,0
"t29",16.70318098702,0
"t99",198.337084428661,0
"t94",8.75630771446276,0
"t72",92.9881821868544,0
"t37",96.5218956324743,0
"t98",470.568596243097,0
"t22",389.246542693107,0
"t38",364.041426768274,0
"t33",169.555611220358,0
"t60",122.704748625785,0
"t2",189.142007437353,0
"t75",86.855465383499,0
"t85",168.706025407136,0
"t71",472.923592822083,0
"t3",140.638975259071,0
"t82",186.749353474946,0
"t14",122.941293934208,0
"t62",182.247623761544,0
"id","length","latency"
"t88",54.5516580142011,0
"t4",30.1278888013131,0
"t36",49.2220211724893,0
"t35",83.056820828796,0
"t83",60.0076349149058,0
"t32",27.7659021578963,0
"t71",174.436677280974,0
"t16",43.5950521700636,0
"t8",26.452010352255,0
"t24",64.3725561356543,0
"t40",102.246636686158,0
"t85",41.4350968720175,0
"t3",251.354511649942,0
"t79",13.0654769253517,0
"t99",22.3895206778263,0
"t49",30.7242349988373,0
"t21",133.025177816131,0
"t68",147.249461723842,0
"t86",177.444493419957,0
"t72",16.9697321434503,0
"t67",159.192611330971,0
"t23",1.99439598191543,0
"t5",53.2475027202265,0
"t45",184.906718928972,0
"t93",98.7187453099984,0
"t92",28.9247113864064,0
"t96",101.748413915324,0
"t82",276.784565217923,0
"t74",169.286284910116,0
"t42",67.3271844494716,0
"t14",8.26932994761296,0
"t76",328.213968230964,0
"t61",224.925698965681,0
"t57",16.3515673868551,0
"t73",129.577291917971,0
"t90",182.319398397253,0
"t62",527.782268847686,0
"t25",111.608336036158,0
"t1",213.489604896398,0
"t12",69.1231215813889,0
"t15",103.438661630526,0
"t34",110.992983963567,0
"t13",13.6489203719927,0
"t30",74.9718984314436,0
"t84",264.130703781981,0
"t18",284.835708771981,0
"t46",265.505814833094,0
"t53",132.501914383122,0
"t65",228.281121425045,0
"t7",115.440747986303,0
"id","length","latency"
"t7",57.9784148922355,0
"t54",232.681214615227,0
"t20",19.4377596608385,0
"t56",160.789414163871,0
"t88",129.5768293025,0
"t63",80.37648481876,0
"t50",13.341973285136,0
"t37",217.221032692518,0
"t76",64.4637399217293,0
"t64",420.349274857865,0
"t45",221.102599148554,0
"t71",76.5273819488781,0
"t11",181.782371396235,0
"t43",80.1602835338842,0
"t16",268.493863593782,0
"t67",9.29722269081276,0
"t3",115.952010870116,0
"t18",107.994839702486,0
"t47",121.845918112891,0
"t23",55.7233233575362,0
"t49",20.5894775788245,0
"t83",123.754222161955,0
"t97",44.1773983149135,0
"t38",276.478516981478,0
"t52",452.516110600152,0
"t26",149.482834360715,0
"t94",8.0083318885163,0
"t91",126.644437521636,0
"t69",323.94972615205,0
"t100",435.771306143255,0
"t12",15.5713205552804,0
"t95",41.3251981430526,0
"t55",55.0368171805308,0
"t90",538.686617721057,0
"t81",225.129115354804,0
"t1",141.553597076553,0
"t86",78.9945848061493,0
"t61",64.2002535248564,0
"t60",149.985817788106,0
"t80",108.756881222954,0
"t30",267.867408621472,0
"t2",87.5700207015275,0
"t25",13.1736132470432,0
"t8",148.156671415165,0
"t66",266.559370158805,0
"t14",244.948149702975,0
"t17",39.2055526106949,0
"t74",264.504137834736,0
"t13",106.254646807393,0
"t99",164.41452654587,0
"id","length","latency"
"t3",122.114829322652,0
"t10",36.1123884091922,0
"t39",64.6329581464766,0
"t54",307.691616233712,0
"t91",38.1599007041692,0
"t63",63.4604645229368,0
"t36",66.1856696528205,0
"t86",237.343438129303,0
"t100",276.883583761708,0
"t93",167.86472002884,0
"t2",93.4742852841389,0
"t50",0.467661863028979,0
"t1",149.349549302446,0
"t37",31.5502812834695,0
"t90",48.6319425034274,0
"t11",11.4424918828295,0
"t41",61.1447686772476,0
"t31",10.7680939517847,0
"t5",58.1630854346133,0
"t19",28.6289356460286,0
"t49",246.449135761306,0
"t28",95.59562312609,0
"t92",58.9066571854453,0
"t70",42.3473440364789,0
"t40",187.610725012455,0
"t20",120.138856966374,0
"t65",84.4343617508252,0
"t69",5.6302644121306,0
"t87",55.3186673507521,0
"t32",48.0282498451447,0
"t51",121.878431201485,0
"t77",123.884275026534,0
"t15",76.0268517991612,0
"t16",0.179421400114961,0
"t73",90.8402547586327,0
"t33",107.97989771983,0
"t48",90.2362744977231,0
"t18",88.9450882170752,0
"t29",71.7388521702699,0
"t27",42.0262197804507,0
"t68",361.728172020688,0
"t75",148.519671180431,0
"t96",235.271197511035,0
"t58",171.367281942125,0
"t67",181.333224010681,0
"t12",90.2207789712579,0
"t64",320.530107856653,0
"t38",156.696339677053,0
"t83",145.170365988767,0
"t23",426.385480611396,0
"id","length","latency"
"t89",7.91101914368414,0
"t47",130.309115760399,0
"t95",46.3349206148546,0
"t51",522.495795661579,0
"t88",14.2886018952188,0
"t50",50.0695293874278,0
"t78",101.459260132621,0
"t85",219.099798670336,0
"t43",85.6746686670374,0
"t57",76.0814904236684,0
"t69",63.117809179284,0
"t97",108.412616241602,0
"t31",71.0944187993734,0
"t30",317.562198892013,0
"t76",47.3058313776128,0
"t2",182.571803210054,0
"t59",101.174712792759,0
"t15",121.665656125806,0
"t98",116.052685045252,0
"t67",181.591784925409,0
"t91",131.790739767936,0
"t46",1.24789485199904,0
"t44",113.036047754752,0
"t14",43.3168946386199,0
"t86",35.9299447053195,0
"t36",182.611319686555,0
"t54",221.373290735347,0
"t32",159.116515947188,0
"t9",95.1525600625125,0
"t53",130.905963713505,0
"t25",37.3006447652235,0
"t99",372.302729628458,0
"t28",44.9601407680254,0
"t71",76.2590215457374,0
"t16",458.410579116537,0
"t74",112.085053289142,0
"t62",44.038392119772,0
"t92",83.9067061824667,0
"t40",94.8212915976449,0
"t77",227.150731497562,0
"t84",332.436299889958,0
"t52",7.97735885017937,0
"t81",179.202493548751,0
"t4",191.18169641112,0
"t75",191.086297428332,0
"t42",147.670068721842,0
"t58",176.900789951482,0
"t37",166.303804109495,0
"t49",100.258920253535,0
"t68",132.384334384128,0
"id","length","latency"
"t35",2.64871083849835,0
"t19",4.97746083920356,0
"t28",2.28348252725732,0
"t36",92.8115056263439,0
"t64",54.4437847885079,0
"t25",3.2163861471829,0
"t40",57.612128853418,0
"t37",48.1778669151822,0
"t81",23.9212601860791,0
"t51",14.172223558711,0
"t59",51.8352793283857,0
"t1",70.6971656068768,0
"t91",243.539477398138,0
"t49",157.059507938281,0
"t69",152.564016429607,0
"t11",91.1455605009851,0
"t77",266.757733574824,0
"t2",191.620385720173,0
"t47",203.695872644407,0
"t94",552.335887117209,0
"t34",178.159069495989,0
"t39",53.311948560839,0
"t3",18.0671419661537,0
"t87",5.00682489150245,0
"t57",19.4307482684242,0
"t54",141.328060177918,0
"t32",18.4651536152405,0
"t13",153.757439289026,0
"t60",128.665060950506,0
"t48",92.4603681370211,0
"t93",208.041986084341,0
"t76",32.1395341436682,0
"t72",76.3919645733372,0
"t50",69.7211683887067,0
"t58",229.71740071983,0
"t38",218.576279805501,0
"t62",10.4853261135677,0
"t5",49.3392008475239,0
"t78",50.3500812873012,0
"t61",33.9947168042795,0
"t89",551.601657021569,0
"t52",6.09953824735931,0
"t15",195.68274474712,0
"t33",122.681562523768,0
"t65",187.896277146005,0
"t92",38.3950404544712,0
"t95",69.3014273016024,0
"t8",123.46133580257,0
"t99",479.739034096736,0
"t18",392.61944883242,0
"id","length","latency"
"t51",128.824510362548,0
"t46",41.0033120414947,0
"t18",89.1570250718682,0
"t70",9.53935393621282,0
"t22",119.808041654618,0
"t41",34.1548226263246,0
"t50",58.5899360513913,0
"t62",10.3958545235216,0
"t75",11.9209659569253,0
"t91",22.5724441104733,0
"t79",233.663060630974,0
"t81",31.4384402565702,0
"t35",38.8474770186665,0
"t96",255.811950281877,0
"t57",97.0577391100912,0
"t88",159.252676686975,0
"t23",72.4831015967734,0
"t67",26.9263929768954,0
"t93",35.2206311002246,0
"t58",310.992530319836,0
"t56",375.495100572747,0
"t14",19.8608067192686,0
"t78",87.6289780397965,0
"t84",175.78542916426,0
"t15",42.0521327076372,0
"t6",79.1972688588476,0
"t4",108.009459312245,0
"t95",54.6068523714071,0
"t37",44.4908721311031,0
"t45",264.088931295245,0
"t85",71.9227580650331,0
"t5",410.446567591836,0
"t80",46.4300355156843,0
"t90",58.2469238743588,0
"t17",204.629550754981,0
"t36",193.190211209763,0
"t2",55.4219003256449,0
"t99",281.135977779612,0
"t98",177.00125393283,0
"t39",129.776918573772,0
"t13",62.0062406336297,0
"t16",386.068935956348,0
"t72",56.8506094896643,0
"t29",63.8381811702534,0
"t42",388.946848159361,0
"t27",158.91529553279,0
"t55",134.733398319464,0
"t34",188.858976396617,0
"t63",201.021321212811,0
"t60",376.528105052647,0
"id","length","latency"
"t62",42.6776705900361,0
"t98",130.85365180678,0
"t70",120.52396931181,0
"t38",54.3251840867504,0
"t19",33.1545302082993,0
"t43",350.554636696205,0
"t72",22.9767470871639,0
"t2",117.992633476332,0
"t97",133.145229279859,0
"t71",219.21294499883,0
"t46",157.266042988918,0
"t9",231.110210412507,0
"t12",18.9766487096399,0
"t39",11.92865829738,0
"t58",177.286632194761,0
"t56",49.7046123786918,0
"t40",46.7981186504735,0
"t68",58.6640404846453,0
"t47",47.5138086242137,0
"t57",77.4078397535213,0
"t35",311.728397384482,0
"t88",235.728377660327,0
"t1",190.137686061249,0
"t25",135.34945463802,0
"t16",229.085760236822,0
