"Median","RMSE","Scale","AIC","NULL.AIC"
-0.000616127744519888,0.0272771025169185,2888.78867144178,-268.783951840243,-32.9624757857629
0.0195718482631274,0.0794517657928079,1425.50264404202,-248.920226706705,-123.955870774455
-0.015418095776745,0.051485239505574,2283.40309353807,-256.688759462243,-82.8009057324995
-0.0221931519595539,0.0699267883127573,1575.09744655604,-247.416302885189,-115.374559314225
0.00777076575223838,0.0455911450875982,1998.36560672385,-280.28972552772,-135.751444987658
-0.00809680116993798,0.0239428310529713,2456.40150937836,-314.373713483421,-73.3535939365669
0.0157163484253758,0.0673662037188074,1729.61392549857,-264.477126462199,-95.4843563053384
0.00661277303815155,0.0571700429734957,1962.61375719469,-246.10851876178,-86.5487243534859
-0.00742698270467995,0.0689519594728218,1518.05687563663,-248.270127774154,-97.2165767644616
-0.00479710644434121,0.0502326673533551,1622.2030390549,-275.666616324168,-126.463802510414
-0.000767737923392724,0.0281114285541533,2406.6098229867,-286.201492483501,-91.1370300782105
-0.00768158770700604,0.0272619870785624,3505.76724455103,-248.86063044073,-7.56782926802644
-0.00766844576383045,0.0232822659776916,2705.57228259218,-302.862921657188,-48.5310318072818
-0.000703166211882277,0.0249138565709318,3285.67071641054,-283.307684574367,-42.2142064895179
0.0191861146201959,0.0557018468996366,1781.62051302503,-272.065489089092,-76.7972611390457
0.00237350091225638,0.0545736203199614,1295.76228899182,-295.077513264705,-129.418194854775
-0.010740303763955,0.0426688770348041,1540.6682881071,-268.281618965677,-124.841512956534
0.00937457627000693,0.0253900964449611,3205.00112396673,-251.13906449917,-22.168648958337
0.0045085645679381,0.0179614858841302,3575.39973433229,-292.796934436779,-16.2215361440702
-0.00017608967189868,0.0399132503765645,2354.01318108297,-256.480519181507,-58.8375522290295
-0.00981356232158367,0.0658911841072572,1868.2739570334,-243.893914553706,-97.5312677638755
0.00408672794278072,0.0319058633190126,1893.92394157561,-287.773095954098,-68.859973058761
-0.0291764475593247,0.0414653165076167,1790.31386711581,-298.722720962107,-88.3765844268438
8.58796669132457e-05,0.0307999145346308,3125.77372974227,-258.603409683538,-48.9168660937955
0.00547800924664365,0.0327734824112825,1960.81899174245,-299.062514343865,-68.3253866319605
-0.0228678547292284,0.0735476611781704,1109.99990020385,-286.846670552211,-152.103602230046
-0.0162060201437954,0.052378314697908,1252.54346412568,-290.983740264446,-154.704421448393
0.00146414309222827,0.0422652148616528,1940.65112809675,-278.716752353038,-91.1824329902272
0.000890901262680487,0.0226183077436294,2862.48646033409,-280.142626478994,-39.8140611376355
0.0261827289765916,0.0638043480603135,1413.65900425863,-271.3634417289,-127.249242215489
-0.0102525316002855,0.0649745640165723,1063.4457341723,-308.045675594831,-154.116259126285
0.0184327419129234,0.0438878110671191,1501.4701969653,-272.819742181737,-116.993067259694
0.00745210271549593,0.0374103636624813,2283.49315856668,-258.727511365542,-56.94562077573
-0.00238178912229579,0.0229245910277024,3864.57473230315,-258.900696882842,-22.6082898007872
0.00541867082089771,0.0324449311498068,2727.36596834253,-276.490004483403,-49.8870843930877
-0.00191741755679626,0.0407100563149168,1643.20888081067,-299.125729148084,-80.686725920397
-0.00580793965853259,0.0357498023313403,2311.51777836178,-281.643786880935,-69.2219510225179
0.0186505933986334,0.0703248193388784,1545.2946034557,-246.402614507492,-94.3458473335483
-0.00462530826881312,0.0256908666563811,2863.37670764689,-258.08537322223,-66.1294663476364
-0.000184053454331731,0.0487776147227052,1586.11590386656,-287.40202913604,-104.490858862929
0.00488146391161608,0.0252735131856608,2921.54103109787,-270.841516801307,-37.3841771255454
0.00963088168078305,0.0376151176615624,2725.48533390624,-231.495325752521,-56.7235048570573
0.0130937726180269,0.041199270981607,2032.04349241082,-251.28856924003,-77.8976386757711
-0.00324113121692599,0.0288962051151202,3008.38695040268,-296.283830134381,-17.6751581849017
-0.019304472742296,0.0374194649572293,2725.46716488524,-248.199041616432,-57.7365794040709
-0.00674256124377538,0.0267484147840262,2745.44587162391,-294.936093799387,-70.4065914182497
-0.00616395833476753,0.0427322899219514,1598.90305531705,-287.922866261629,-103.383218014827
0.00379551214244589,0.0250512594794728,2760.59113207878,-246.999306081175,-33.9509642882118
0.000430411460126174,0.035185986758668,2633.91275790733,-259.980993592465,-66.4398395907485
0.00220731725478911,0.027758993135474,2945.33412984312,-251.603753845114,-44.9413356419971
-0.000670914256577126,0.0447938762343201,1,0,0
