"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_938-with_ref",50,50,100,50,50,100,657.860161480471,2024.79553558941,112.054934854932,2078.91881303411,112.054934854932,2078.91881303411,-210.731682973903,-89.4823005491646,0,-0.0146241333074926,0.000234370387802119,0,62.3975300149261,1,118.196970836223,86.9656467766732,103.763065765579,94.1836884522953,64.3854243347386,79.2845563935169,0.979282229359759
