"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_551",50,50,100,50,50,100,286.387257571067,2470.87823088085,376.618264929858,2476.27376558488,286.387257571067,2476.27376558488,-211.827930112796,-55.8612362663895,0,0.0190321739741025,0.000208540932784065,0,-91.2634930707321,1,131.388342092036,141.884614162485,136.737230068718,107.208148103571,118.257037742679,112.732592923125,0.976241215840331,0.996699776016595,0.960956349370835
