"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_620",50,50,100,50,50,100,243.438659904617,1833.83506697997,115.074921006994,1657.68497014731,115.074921006994,1833.83506697997,-244.996848257938,-96.5244964399437,0,0.0308269908492899,0.000206901515966479,0,-148.993547511195,1,95.0459663035,94.7327481997478,94.889486488343,75.8697533430893,80.1630598347245,78.0164065889069,0.977053173106549,0.335905516882683,0.377920425740441
