"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_721",50,50,100,50,50,100,142.253938124232,2189.45587623843,106.472784626269,2189.51500502456,106.472784626269,2189.51500502456,-216.902659548303,-60.2534888409126,0,0.00166358678641829,0.00022615571623796,0,-7.35593516755454,1,115.159906906557,118.113797907957,116.646203142169,85.7308462230841,83.7173278548864,84.7240870389852,0.978159630339236
