"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_942",50,50,100,50,50,100,244.069954533897,1715.68193865651,269.579690741748,1711.32031789833,244.069954533897,1715.68193865651,-243.201392024153,-90.6441597440116,0,0.00398542830110388,0.000217559887959473,0,-18.3187642652504,1,92.0271778604464,88.1431971515658,90.1061170760843,76.150304701164,70.185981586132,73.168143143648,0.979681807865455,0.898680624467729,0.77749554923662
