"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_951",50,50,100,50,50,100,139.359110298692,1511.26467725346,124.035221293884,1550.12474025388,124.035221293884,1550.12474025388,-247.48959621785,-98.2870895844258,0,-0.00197835903593181,0.000225248860647987,0,8.78299242109617,1,85.1547529641015,82.4564820570308,83.8164762609315,63.2427619259018,66.8199423692749,65.0313521475884,0.977137193751155,0.00130108572836107,0.000872663501792235
