"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test"
"SIM_698",50,50,100,50,50,100,303.322976093015,2775.38247565498,17.4830077978663,2749.17587484653,17.4830077978663,2775.38247565498,-215.329284615275,-43.3953650800014,0,0.0111880610815634,0.000217252118566552,0,-51.4980528400972,1,121.780551005049,124.758938599703,123.278739780259,99.215501380365,109.378989922796,104.29724565158,0.981185700354613,0.443862413670393
