"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","ERD CI low","ERD CI high","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_946",50,50,100,50,50,100,267.451766515887,2004.64950651842,247.924899532988,2061.19798277196,247.924899532988,2061.19798277196,-278.561359512293,-109.500363338116,0,0.0110993387638103,0.000206664343990219,0,-53.7070814902428,-127.19155430869,19.7773913282042,1,68.0241289057596,86.9924694457685,78.0864003961649,53.3134169860484,65.2316995561525,59.2725582711004,0.977748338893167,0.0164195687821343,0.0868975908663368
