"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_547",50,50,100,50,50,100,214.608175046505,2234.47286378466,312.433206287122,2240.11890546955,214.608175046505,2240.11890546955,-252.369885073897,-65.560118980429,0,0.000383834758968994,0.000215274087808588,0,-1.78300492584264,1,84.8564606484207,112.302758991128,99.5302180013597,69.2365480553586,89.9600371594507,79.5982926074047,0.982784205056105,0.967545676463864,0.990844913113234
