"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","ERD CI low","ERD CI high","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_755",50,50,100,50,50,100,59.1646150472382,2113.23204782973,202.962469451123,2017.56060691668,59.1646150472382,2113.23204782973,-250.851175062407,-77.0420251113514,0,0.0112762993977765,0.000216479652297779,0,-52.0894193892428,-135.921831846582,31.7429930680965,1,85.6752268777183,81.5002121636601,83.6137820077232,63.5163089738222,67.3146352357078,65.415472104765,0.985631653608148,0.335905516882683,0.213296411313743
