"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test"
"SIM_957",50,50,100,50,50,100,652.726760689785,2925.79574797391,20.8378330518922,2901.00990915437,20.8378330518922,2925.79574797391,-235.174547375089,-51.5099602307955,0,0.0114289519790437,0.000215761496020553,0,-52.9703037373962,1,100.549781028219,107.019571625726,103.835078792711,76.1379228282511,87.1161242210622,81.6270235246567,0.987200711850151,0.898680624467729
