"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_723",50,50,100,37,37,50,199.452411235049,1264.96022795551,219.869580594395,1234.13150692141,199.452411235049,1264.96022795551,-130.868794649306,-115.177674383274,2.5983674337704e-05,0.131112705299658,0.000127049009141257,0,-1031.98526447289,484.593874265963,568.766351669434,528.358962149528,415.50083000677,514.275291281158,464.888060643964,0.433585521245107
