"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_626-with_ref",100,0,100,50,0,50,1.47327035379828,1542.86285233115,Inf,-Inf,1.47327035379828,1542.86285233115,-173.992208286061,-135.97815242144,2.52141973966502e-10,0.15981181361794,0.000187234488143093,0,-853.538336889115,525.446934748617,NA,525.446934748617,414.125637939456,NA,414.125637939456,0.495985220496676
