"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_605-with_ref",50,50,100,50,50,100,117.518141774041,3035.68353211995,579.539365386908,3070.19372875691,117.518141774041,3070.19372875691,-284.729598202112,-24.5706976482693,0,0.0103416975760978,0.000216926184043035,0,-47.6738095113783,1,60.9295886329442,63.7854128977782,62.3738473621751,45.1113914870174,51.4512204467913,48.2813059669044,0.997078117626662
