"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test","T-Test"
"SIM_958",50,50,100,50,50,100,42.7828070234098,2293.24810952747,239.042680267791,2286.7504783292,42.7828070234098,2293.24810952747,-237.169522127653,-36.3010092457366,0,0.00234230107402346,0.000224631914217597,0,-10.4272853756413,1,94.6715637297865,90.347308374271,92.5346991931098,72.7988097490175,66.9529219434294,69.8758658462234,0.990488964915958,0.760056169150836,0.88229885003756
