"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_758-with_ref",50,50,100,50,50,100,296.545323418245,1487.75846493859,56.3815726384776,1448.98917795358,56.3815726384776,1487.75846493859,-267.483207961381,-125.742981375005,0,0.0100607823471843,0.000228675462231166,0,-43.995898156375,1,68.6784963523854,54.4851554797682,61.9893863047503,55.3229341605914,41.7246929318347,48.5238135462131,0.982199695943123
