"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_555",50,50,100,50,50,100,405.337549143832,2698.33711223591,92.491139703937,2687.13174861745,92.491139703937,2698.33711223591,-267.993466856609,-66.810860835717,0,-0.0567600288688745,0.00021035213171668,0,269.833390351963,0,74.2809415482167,121.643573397606,100.783970020605,57.5281371753508,84.0017305951785,70.7649338852647,0.985698821485706
