"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_561-with_ref",100,0,100,50,0,50,93.7301152139512,1386.05783934995,Inf,-Inf,93.7301152139512,1386.05783934995,-221.866675175878,-183.279993161059,1.88084214869377e-10,0.190771527025449,0.000160984713301081,0,-1185.02883356794,481.029806924665,NA,481.029806924665,435.793607720658,NA,435.793607720658,0.500301163045147
