"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_623",50,50,100,37,37,50,8.28334970258476,1231.97416322542,8.28334970258476,1284.49905871217,8.28334970258476,1284.49905871217,-108.732752831359,-94.6137353288207,5.94837077484422e-05,0.176620718040567,0.000143070711631098,0,-1234.49947251243,536.950279842036,549.679388984455,543.352111294676,454.086789873918,487.314253781026,470.700521827472,0.432480628369359
