"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_912-with_ref",50,50,100,50,50,100,24.6022326415435,1572.0317538046,219.380926881411,1584.39899579049,24.6022326415435,1584.39899579049,-238.122521779606,-87.6186647030632,0,0.00604209090362906,0.000225913060665565,0,-26.7452040436635,1,93.2418419609069,106.022059570756,99.8366621234093,76.7655312935447,89.0046661166373,82.885098705091,0.971330111000827
