"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_645-with_ref",100,0,100,50,0,50,57.9104954955346,2141.97501190679,Inf,-Inf,57.9104954955346,2141.97501190679,-111.803812797997,-73.7287991975912,2.44395170767575e-10,0.245322725098049,0.000162018094950594,0,-1514.16868080605,828.689000484335,NA,828.689000484335,747.138551373199,NA,747.138551373199,0.496447025327619
