"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_943-with_ref",100,0,100,50,0,50,109.965777185008,2105.96901030005,Inf,-Inf,109.965777185008,2105.96901030005,-149.078578911506,-113.361351234399,8.17791279139612e-10,0.259601323344252,0.000126765063047404,0,-2047.893300437,879.051648477229,NA,879.051648477229,748.850558746737,NA,748.850558746737,0.478164031722689
