"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test"
"SIM_625",50,50,100,50,50,100,168.792224997227,1479.84246421872,188.466307372107,1464.57344563888,168.792224997227,1479.84246421872,-248.985385283884,-112.535510882455,0,0.0130306461108899,0.000225048941848538,0,-57.901388044116,1,83.965019202498,88.3862706710802,86.203994376181,66.5537019600469,70.7669661512444,68.6603340556456,0.962342322650163,0.00767333891631508
