"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test"
"SIM_746",50,50,100,50,50,100,193.42628449562,2480.23629295956,32.6902435609976,2491.34340745693,32.6902435609976,2491.34340745693,-266.773405056057,-48.2996709038538,0,0.0116171332275409,0.000203602894340166,0,-57.0578000140402,1,77.6853329014163,78.7792530956208,78.2342050074894,58.3883830575221,61.209305813309,59.7988444354155,0.992791786578169,0.760056169150836
