"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance"
"SIM_913",50,50,100,50,50,100,92.1703229178273,2446.12321331392,98.3665202989854,2437.36608665556,92.1703229178273,2446.12321331392,-191.949399853073,-25.2555089921648,0,-0.00146022844566362,0.000245357944288413,0,5.95142109581401,1,136.232077663455,120.156362810267,128.445962389431,110.8193019254,99.434683543442,105.126992734421,0.981858100679012
