"Patient","Training Samples","Censored Samples","Total Samples","Training Time Points","Censored Time Points","Total Time Points","Minimum Training Time Point","Maximum Training Time Point","Minimum Censored Time Point","Maximum Censored Time Point","Minimum Time Point","Maximum Time Point","AIC","null AIC","p-value","Model Intercept","Model Slope","Model Error","Estimated Root Date","Model Fit","Training RMSE","Censored RMSD","Total RMSD","Training MAE","Censored MAE","Total MAE","Total Concordance","Bin Test"
"SIM_345",50,50,100,50,50,100,236.766173786205,2225.16999556828,382.448103684339,2275.24588471274,236.766173786205,2275.24588471274,-287.120064975114,-47.0906671799695,0,-0.000790866839080684,0.000225126057828887,0,3.51299554883959,1,57.3235120874923,66.9672180548445,62.3321479336705,45.5034490062507,55.03539258643,50.2694207963403,0.995006472918848,0.838881839821226
